title,url,s,sp,date,timestamp
"Drivers Would Pay Up to $1499 for Added Tech, Study Says",https://www.bloomberg.com/news/articles/2015-01-05/drivers-will-pay-up-to-1-499-for-high-tech-features-study-says,Bloomberg,About 55 percent said music streaming services such as those of Pandora Media Inc. and Spotify Ltd. make driving more enjoyable.,"Jan 5, 2015",1420467921
"Drivers will pay up to $1499 for tech features, study says",http://www.newsday.com/classifieds/cars/drivers-will-pay-more-for-spotify-smart-phone-features-in-vehicles-study-says-1.9775291,Newsday,"... USB ports and smartphone charging are among the top desires, according to the online survey of 1,033 vehicle owners done for researcher AutoTrader.","Jan 5, 2015",1420479450
Digital-Music Services Face Another Challenge on Playing Classic Tunes,http://www.wsj.com/articles/digital-music-services-face-another-challenge-on-playing-classic-tunes-1422050883,Wall Street Journal,"The Turtles have similar cases pending against both Sirius XM and internet-radio giant Pandora Media Inc., in California, New York and Florida, while SoundExchange, an offshoot of the Recording Industry Association of America that collects digital ...","Jan 23, 2015",1422050850
Apple is latest target in legal shakedown over pre-1972 songs,https://gigaom.com/2015/01/23/apple-is-latest-target-in-legal-shakedown-over-pre-1972-songs/,Gigaom,"If the lawsuits gain traction, they could serve to wipe out large collections of pre-1972 music from the internet, since companies like Apple and Pandora will likely decide to simply stop playing the older songs rather than add yet another stack of ...","Jan 23, 2015",1422034266
Facebook&#39;s Oculus forms in-house virtual-reality film studio,http://www.reuters.com/article/us-film-sundance-oculus-idUSKBN0KZ1TH20150126,Reuters,"Tapping talent from both Pixar, the animation studio behind computer graphics imagery (CGI) films including &quot;Toy Story&quot; and &quot;Monsters Inc,&quot; and the video gaming world, Oculus&#39; Story Studio will develop film content for virtual reality and advise other&nbsp;...","Jan 26, 2015",1422288341
S&amp;P 500 Falls for Fifth Straight Day; Longest Losing Streak in 13 Months,http://www.bloomberg.com/news/articles/2015-01-06/u-s-stock-index-futures-are-little-changed-after-s-p-500-slide,Bloomberg,"The Dow Jones Internet Composite Index fell for its sixth straight day as TripAdvisor, Pandora Media Inc. and LinkedIn Inc. declined more than 3.5 percent.","Jan 6, 2015",1420539216
Pioneer&#39;s Second Generation NEX Receivers Expand Smartphone Connectivity,http://www.businesswire.com/news/home/20150106005074/en/Pioneer%E2%80%99s-Generation-NEX-Receivers-Expand-Smartphone-Connectivity,Business Wire (press release),LAS VEGAS--(BUSINESS WIRE)--CES BOOTH #1102 - Pioneer Electronics (USA) Inc. today introduced the second generation Networked Entertainment eXperience (NEX) in-dash receivers for 2015.,"Jan 6, 2015",1420567200
Kenwood Announces the DDX9902S With Android Auto,http://www.droid-life.com/2015/01/06/kenwood-announces-the-ddx9902s-with-android-auto/,Droid Life (press release) (blog),"The DDX9902S sports a high-sensitivity touch screen and has Bluetooth, Pandora, and iHeartRadio integration. It also comes SiriusXM-ready and has the ability to add a rear view camera.","Jan 6, 2015",1420563334
Silk Road drug dealer testifies against website&#39;s alleged operator,http://www.reuters.com/article/us-usa-bitcoin-trial-idUSKBN0L200Z20150129,Reuters,"Pandora looking at bidders beyond Sirius XM: CNBC. Internet radio provider Pandora Media Inc is looking at potential acquirers beyond satellite radio company Sirius XM Holdings Inc, CNBC reported, citing sources.","Jan 29, 2015",1422490275
Why Pandora Media Inc.&#39;s Spending Problem Is Only Getting Worse,http://www.fool.com/investing/general/2015/02/15/why-pandora-media-incs-spending-problem-is-only-ge.aspx,Motley Fool,"Shares of Internet radio company Pandora (NYSE:P) got slammed after it reported its fourth-quarter earnings, falling short of revenue estimates and guiding for a weaker-than-expected first quarter.","Feb 15, 2015",1424007818
Pandora Media Inc Downgraded By Multiple Firms,http://www.valuewalk.com/2015/02/pandora-media-inc-downgraded-multiple-firms/,ValueWalk,Pandora Media will probably see even more bearish calls in the coming weeks. One analyst who is considering downgrading the company is Andy Hargreaves of Pacific Crest Securities.,"Feb 6, 2015",1423248975
Pandora Shares Plunge After Revenue Falls Short of Forecasts,http://www.bloomberg.com/news/articles/2015-02-05/pandora-shares-fall-as-fourth-quarter-outlook-miss-estimates,Bloomberg,"Pandora Media Inc., the largest Internet radio service, fell as much as 24 percent in extended trading after the company&#39;s fourth-quarter results and forecast missed analysts&#39; estimates.","Feb 5, 2015",1423172715
"Pandora Posts Improved Financials, Misses Fourth-Quarter Guidance",http://www.billboard.com/articles/business/6465279/pandora-improved-financials-misses-fourth-quarter-guidance,Billboard,"Pandora posted improved calendar-year financials, but missed its fourth-quarter guidance and provided future guidance below analysts&#39; expectations.","Feb 6, 2015",1423184121
"Should You Buy Pandora Stock? 3 Pros, 3 Cons (P)",http://investorplace.com/2015/03/buy-pandora-stock-3-pros-3-cons-p/,Investorplace.com,"Should You Buy Pandora Stock? 3 Pros, 3 Cons (P). Investors have gotten skittish on the growth prospects of P stock. By Tom Taulli, InvestorPlace Writer &amp; IPO Playbook Editor | Mar 2, 2015, 10:10 am EST.","Mar 2, 2015",1425327300
Pandora: A Victim of Its Own Success,http://www.wsj.com/articles/pandora-a-victim-of-its-own-success-heard-on-the-street-1424367966,Wall Street Journal,"Pandora Media, which disrupted the radio business, now faces the threat of disruption from the government to its own business model.","Feb 19, 2015",1424367450
"Pandora&#39;s A Lender Under Privacy Law, 9th Circ. Told",http://www.law360.com/articles/619285/pandora-s-a-lender-under-privacy-law-9th-circ-told,Law360 (subscription),"Law360, San Francisco (February 11, 2015, 8:42 PM EST) -- Pandora Media Inc. subscribers urged the Ninth Circuit on Wednesday to revive their proposed class action claiming the music service violated Michigan&#39;s Video Rental Privacy Act by disclosing&nbsp;...","Feb 12, 2015",1423705403
BMI-Pandora trial centers on licensing fees paid for music streaming,http://www.latimes.com/business/la-fi-pandora-bmi-trial-20150210-story.html,Los Angeles Times,"Pandora-BMI case: In the Feb. 10 Business section, an article about a trial involving Pandora Media Inc. and Broadcast Music Inc. said that radio stations paid BMI an average of $150 million a year each for licensing fees.","Feb 10, 2015",1423540565
Why Apple Inc.&#39;s Beats Music Reboot Could Crush Pandora Media and Spotify,http://www.fool.com/investing/general/2015/02/11/will-apple-incs-beats-music-reboot-crush-pandora-m.aspx,Motley Fool,"All those functions should sound familiar to Internet radio users, but Apple could launch the service for just $7.99 per month, which would cost less than Spotify&#39;s $9.99 per month premium service but more than Pandora Media&#39;s (NYSE:P) $4.99 monthly&nbsp;...","Feb 11, 2015",1423670531
Spotify Center Stage In Digital Music Debate,http://www.mondaq.com/unitedstates/x/374242/Copyright/Spotify+Center+Stage+In+Digital+Music+Debate,Mondaq News Alerts (registration),"Some of the more widely known services or online music stores include YouTube, Pandora, Amazon, Google Play, Rhapsody, and, of course, Spotify.","Feb 12, 2015",1423742503
Pandora Cries Free Speech In Turtles&#39; Pre-1972 Copyright Row,http://www.law360.com/articles/624381/pandora-cries-free-speech-in-turtles-pre-1972-copyright-row,Law360 (subscription),"Law360, Los Angeles (February 23, 2015, 8:20 PM EST) -- Internet radio giant Pandora Media Inc. on Monday urged a California federal judge to toss a copyright suit brought by the rock band The Turtles over pre-1972 recordings, saying Pandora&#39;s online&nbsp;...","Feb 24, 2015",1424741114
Pandora Offers Musicians New Way to Reach Out Directly to Fans,http://www.bloomberg.com/news/articles/2015-02-18/pandora-offers-musicians-new-way-to-reach-out-directly-to-fans,Bloomberg,"Pandora Media Inc., the world&#39;s largest Internet radio service, is offering musicians a way to connect directly with fans to promote albums and upcoming concert dates.","Feb 18, 2015",1424303325
Pandora&#39;s grand plan: A CRM system for recording artists,http://fortune.com/2015/02/18/pandora-crm-system-artists/,Fortune,"On Wednesday at the Code/Media conference Pandora co-founder Tim Westergren announced a new feature which is likely to excite artists, especially smaller ones with no advertising budgets to promote their tours.","Feb 18, 2015",1424292525
"Pandora Gets In Direct Messages, Allows Artists To Communicate Directly With Fans",http://marketingland.com/pandora-gets-direct-messages-allows-artists-communicate-directly-fans-118983,Marketing Land,"As marketing has headed toward unique and targeted messaging, Pandora has jumped on the bandwagon with new Artist Audio Messaging.","Feb 19, 2015",1424354362
Pandora Captures Mobile Attention Crown From Facebook In January,http://marketingland.com/pandora-captures-attention-crown-facebook-january-120105,Marketing Land,"Pandora is now number one in time spent per mobile user per month, beating Facebook, according to comScore. The company shared the data with me in an email last week.","Mar 2, 2015",1425306177
Cur Media Inc (OTCBB:CURM) Enters the Spotlight,https://www.hotstocked.com/article/89195/cur-media-inc-otcbb-curm-enters-the-spotlight.html,HotStocked,"As you might have guessed already, they want to take on established software products from companies like Spotify and Pandora Media Inc (NYSE:P). The thing is, there&#39;s no shortage of interesting business ideas in Pennyland, and a lot of OTC companies&nbsp;...","Feb 6, 2015",1423219275
Cur Media Inc (OTCBB:CURM) Comes Crashing Down,https://www.hotstocked.com/article/89214/cur-media-inc-otcbb-curm-comes-crashing-down.html,HotStocked,"As the charts show, now the ticker is right back where it started, and Tom Brophy&#39;s interview doesn&#39;t have much to do with that.","Feb 9, 2015",1423493325
Pandora adding more than 20000 users per week in Australia,http://www.smh.com.au/business/media-and-marketing/pandora-adding-more-than-20000-users-per-week-in-australia-20150204-135zgq.html,Sydney Morning Herald,"Local chief executive Jane Huxley, former chief executive and publisher, Digital, at Fairfax Media (publisher of The Australian Financial Review and BusinessDay), believes that the streaming landscape in Australia, which is extremely crowded, will ...","Feb 22, 2015",1424631478
Apple Inc.&#39;s Streaming Service Will Crush Pandora and Spotify,http://www.fool.com/investing/general/2015/02/16/apple-incs-streaming-service-will-crush-pandora-an.aspx,Motley Fool,"According to reports, Apple is well under way in the development of an on-demand music service that will push the tech powerhouse&#39;s streaming capabilities well beyond the scope of its current Pandora Music (NYSE:P) competitor -- iTunes Radio. It&#39;s ...","Feb 16, 2015",1424094202
What are Apple&#39;s Eddy Cue and Beats&#39; Jimmy Iovine up to?,http://fortune.com/2015/02/15/what-are-apples-eddy-cue-and-jimmy-iovine-up-to/,Fortune,"Gore might have been the Veep and Cook might be a “special human,” but Cue and Iovine in this context - at the Grammys as Apple prepares to take on Pandora and Spotify in the music streaming business - were the guys to watch. Each is a legend in his&nbsp;...","Feb 15, 2015",1424019830
